,accuracy,true_positive_rate,true_negative_rate,precision,false_positive_rate,f1_score,time spent(training)
0,0.8968115942028986,0.9733333333333334,0.8202898550724638,0.8441427853192559,0.17971014492753623,0.9041464728056005,40.832484399999885
1,0.8985507246376812,0.9704347826086956,0.8266666666666667,0.8484541307653319,0.17333333333333334,0.9053542455381287,48.991339600000174
2,0.8985507246376812,0.9652173913043478,0.8318840579710145,0.8516624040920716,0.1681159420289855,0.9048913043478259,46.830581300000176
3,0.8991304347826087,0.9640579710144928,0.8342028985507246,0.8532580810672139,0.16579710144927537,0.9052803483941209,55.88943180000024
4,0.8991304347826087,0.9498550724637681,0.8484057971014493,0.8623684210526316,0.15159420289855072,0.9039999999999999,44.882076999999754
5,0.902463768115942,0.9672463768115942,0.8376811594202899,0.8562997177315884,0.16231884057971013,0.9083979855723425,52.19382799999994
6,0.8952173913043479,0.9243478260869565,0.8660869565217392,0.8734593262119967,0.13391304347826086,0.8981833544571188,50.71362240000008
7,0.904927536231884,0.9634782608695652,0.8463768115942029,0.8624805396990141,0.1536231884057971,0.9101861993428257,43.872167300000456
8,0.9069565217391304,0.9510144927536232,0.8628985507246377,0.8740010655301013,0.13710144927536233,0.910882842865075,50.03434600000037
9,0.908840579710145,0.946376811594203,0.871304347826087,0.8802911836074414,0.12869565217391304,0.9121385668389441,35.38297370000009
10,0.912608695652174,0.9652173913043478,0.86,0.8733280881195908,0.14,0.9169764560099132,36.04371630000014
11,0.9020289855072464,0.9443478260869566,0.8597101449275363,0.8706574024585783,0.14028985507246378,0.9060066740823137,44.71727129999954
12,0.8971014492753623,0.9660869565217391,0.8281159420289855,0.8489556800815079,0.1718840579710145,0.9037418655097614,49.250721200000044
13,0.9272463768115942,0.9637681159420289,0.8907246376811594,0.8981631550513236,0.10927536231884058,0.9298098434004475,50.245530099999996
14,0.7285507246376811,0.5707246376811594,0.8863768115942029,0.833968657348581,0.1136231884057971,0.677680261572879,32.906457300000056
15,0.8366666666666667,0.7718840579710144,0.9014492753623189,0.8867798867798867,0.09855072463768116,0.8253525492019215,40.63070599999992
16,0.8569565217391304,0.832463768115942,0.8814492753623189,0.8753428832672966,0.11855072463768115,0.8533650274847719,41.89352250000002
17,0.8704347826086957,0.8657971014492754,0.875072463768116,0.8739028671737858,0.12492753623188406,0.8698311007571345,41.91502429999946
18,0.8804347826086957,0.8924637681159421,0.8684057971014493,0.8714973110670818,0.13159420289855073,0.8818559358441931,44.9683444999996
19,0.8773913043478261,0.8808695652173913,0.8739130434782608,0.8747841105354058,0.12608695652173912,0.8778162911611784,48.10675119999996
