,accuracy,true_positive_rate,true_negative_rate,precision,false_positive_rate,f1_score,time spent(training),time spent(testing),n_internal,n_params
40,0.9260857060684499,0.9665178571428571,0.9120495931809376,0.7923147301006405,0.08795040681906238,0.8707893413775766,0.9015507000000298,0.2846881000000394,5,112
41,0.9335634167385677,0.9631696428571429,0.9232855482371174,0.8133836003770029,0.07671445176288261,0.8819621870209504,1.3280435000000352,0.36489659999995183,10,372
42,0.9344262295081968,0.9676339285714286,0.9228981015110422,0.8133208255159474,0.07710189848895777,0.8837920489296636,1.5633917999999767,0.5084260999999515,15,782
43,0.9332758124820247,0.9665178571428571,0.9217357613328168,0.8108614232209738,0.07826423866718327,0.8818737270875763,2.04018880000001,0.5890082000000803,20,1342
44,0.9344262295081968,0.9620535714285714,0.924835335141418,0.8162878787878788,0.07516466485858195,0.8831967213114754,2.5840359000000035,0.7405597999999145,25,2052
45,0.9352890422778257,0.953125,0.9290972491282449,0.8235294117647058,0.07090275087175513,0.8836006207966891,2.930246000000011,0.8321121000000176,30,2912
46,0.9355766465343687,0.9475446428571429,0.9314219294846958,0.827485380116959,0.06857807051530415,0.8834547346514049,3.5033399000000145,0.9333947999999737,35,3922
47,0.9246476847857348,0.9441964285714286,0.9178612940720651,0.7996219281663516,0.08213870592793492,0.8659160696008187,5.598158300000023,1.0712963999999374,40,5082
48,0.9229220592464769,0.9296875,0.9205734211545913,0.802504816955684,0.07942657884540875,0.861427094105481,6.426529699999946,1.1999180000000251,45,6392
49,0.9220592464768479,0.9386160714285714,0.9163115071677644,0.7956480605487228,0.08368849283223556,0.8612391193036355,7.384280099999955,1.266029499999945,50,7852
50,0.9318377911993098,0.9542410714285714,0.9240604416892677,0.813510941960038,0.07593955831073228,0.8782742681047765,0.8872102999999925,0.29261910000002445,5,112
51,0.9301121656600517,0.9642857142857143,0.9182487407981402,0.8037209302325582,0.08175125920185974,0.8767123287671234,1.3005269000000226,0.3710260999999946,10,372
52,0.9367270635605407,0.9709821428571429,0.924835335141418,0.8176691729323309,0.07516466485858195,0.8877551020408164,1.5869453999999905,0.5023519000000078,15,782
53,0.9373022720736267,0.9620535714285714,0.9287098024021697,0.8240917782026769,0.0712901975978303,0.8877445932028837,2.0538288000000193,0.612538000000086,20,1342
54,0.9338510209951107,0.9665178571428571,0.9225106547849671,0.8123827392120075,0.07748934521503294,0.8827726809378186,2.580166800000029,0.7206042000000252,25,2052
55,0.9352890422778257,0.9620535714285714,0.9259976753196435,0.818613485280152,0.07400232468035645,0.8845561826577734,2.934868499999993,0.8016552000000274,30,2912
56,0.9295369571469658,0.9475446428571429,0.9232855482371174,0.8108882521489972,0.07671445176288261,0.8739063304168811,3.524113899999975,0.9556893000000173,35,3922
57,0.9327006039689387,0.9564732142857143,0.9244478884153429,0.814638783269962,0.0755521115846571,0.8798767967145791,5.427905399999986,1.0413487999999234,40,5082
58,0.9255104975553639,0.9341517857142857,0.9225106547849671,0.8071359691417551,0.07748934521503294,0.8660113812726332,6.441775299999904,1.153939400000013,45,6392
59,0.9246476847857348,0.9263392857142857,0.9240604416892677,0.8089668615984406,0.07593955831073228,0.8636836628511966,7.396746499999949,1.274088900000038,50,7852
60,0.9309749784296808,0.9709821428571429,0.9170864006199148,0.8025830258302583,0.08291359938008523,0.8787878787878788,0.8835328000000118,0.29183549999993375,5,112
61,0.9315501869427667,0.9665178571428571,0.9194110809763657,0.8063314711359404,0.08058891902363426,0.8791878172588833,1.3385041000000228,0.33645149999995283,10,372
62,0.9341386252516537,0.9698660714285714,0.9217357613328168,0.811391223155929,0.07826423866718327,0.8835790543975597,1.5533212999999932,0.5065087000000403,15,782
63,0.9355766465343687,0.9631696428571429,0.9259976753196435,0.818785578747628,0.07400232468035645,0.885128205128205,2.062720600000034,0.5930216000000428,20,1342
64,0.9309749784296808,0.9609375,0.9205734211545913,0.8076923076923077,0.07942657884540875,0.8776758409785933,2.5271258999999873,0.726487700000007,25,2052
65,0.9301121656600517,0.9575892857142857,0.9205734211545913,0.8071495766698025,0.07942657884540875,0.8759571209800919,2.999268000000029,0.796885599999996,30,2912
66,0.9335634167385677,0.9598214285714286,0.9244478884153429,0.8151658767772512,0.0755521115846571,0.8815991799077396,3.6549555000000282,0.9657650999999987,35,3922
67,0.9263733103249928,0.9408482142857143,0.9213483146067416,0.8059273422562141,0.07865168539325842,0.8681771369721936,5.457105599999977,1.0701923000000306,40,5082
68,0.9255104975553639,0.9419642857142857,0.9197985277024409,0.8030447193149381,0.08020147229755908,0.866974833076528,6.360532899999953,1.1498268999999937,45,6392
69,0.9197584124245038,0.9140625,0.9217357613328168,0.8021547502448579,0.07826423866718327,0.8544600938967135,7.3778963999999405,1.2752808000000186,50,7852
70,0.9142939315501869,0.9854910714285714,0.8895776830685781,0.7559931506849316,0.11042231693142193,0.8556201550387597,0.9280245999999579,0.30010189999995873,5,112
71,0.9315501869427667,0.9743303571428571,0.9166989538938396,0.8023897058823529,0.0833010461061604,0.8800403225806451,1.31935969999995,0.3615286000000424,10,372
72,0.9378774805867127,0.9665178571428571,0.9279349089500194,0.8231939163498099,0.07206509104998063,0.8891170431211499,1.6150817000000188,0.49058899999999994,15,782
73,0.9329882082254818,0.9598214285714286,0.9236729949631926,0.8136234626300851,0.07632700503680744,0.8806963645673322,2.063105500000006,0.607780000000048,20,1342
74,0.9350014380212827,0.9654017857142857,0.9244478884153429,0.8160377358490566,0.0755521115846571,0.8844580777096115,2.524290199999996,0.7272093999999925,25,2052
75,0.9324129997123958,0.9587053571428571,0.9232855482371174,0.8126773888363292,0.07671445176288261,0.8796722990271376,2.952185800000052,0.8497649999999339,30,2912
76,0.9312625826862237,0.9520089285714286,0.9240604416892677,0.8131553860819828,0.07593955831073228,0.877120822622108,3.5139017000000194,0.928703300000052,35,3922
77,0.9301121656600517,0.9419642857142857,0.9259976753196435,0.8154589371980676,0.07400232468035645,0.8741584671154843,5.594698600000015,1.0526855000000523,40,5082
78,0.9309749784296808,0.9386160714285714,0.9283223556760946,0.8196881091617934,0.07167764432390546,0.8751300728407908,6.380217700000003,1.1968893000000662,45,6392
79,0.9200460166810469,0.9330357142857143,0.9155366137156141,0.793168880455408,0.08446338628438589,0.8574358974358975,7.388316099999997,1.2686353999999938,50,7852
80,0.9252228932988208,0.9676339285714286,0.910499806276637,0.7896174863387978,0.08950019372336304,0.8696088264794384,0.9157334000000219,0.2844344000000092,5,112
81,0.9260857060684499,0.9743303571428571,0.9093374660984115,0.7886178861788617,0.09066253390158853,0.8716924613080378,1.2997454000000062,0.35934800000006817,10,372
82,0.9347138337647397,0.9676339285714286,0.9232855482371174,0.8140845070422535,0.07671445176288261,0.8842427332993371,1.612405200000012,0.48156630000005407,15,782
83,0.9350014380212827,0.9720982142857143,0.9221232080588919,0.8125,0.0778767919411081,0.8851626016260162,2.044960500000002,0.600232599999913,20,1342
84,0.9364394593039977,0.96875,0.9252227818674932,0.8180961357210179,0.07477721813250678,0.8870720490546755,2.5538276999999425,0.7216300000000047,25,2052
85,0.9338510209951107,0.9609375,0.9244478884153429,0.8153409090909091,0.0755521115846571,0.8821721311475409,2.9544305999999096,0.8233105000000478,30,2912
86,0.9292493528904228,0.9564732142857143,0.9197985277024409,0.8054511278195489,0.08020147229755908,0.8744897959183673,3.5045678999999836,0.9579807000000073,35,3922
87,0.9315501869427667,0.9486607142857143,0.9256102285935683,0.8157389635316699,0.07438977140643162,0.8771929824561404,5.522035499999902,1.0582400999999209,40,5082
88,0.9203336209375899,0.9296875,0.9170864006199148,0.7956064947468959,0.08291359938008523,0.8574369531652084,6.44337859999996,1.1442266999999902,45,6392
89,0.9275237273511648,0.9363839285714286,0.9244478884153429,0.811411992263056,0.0755521115846571,0.8694300518134715,7.380143999999973,1.2819311000000653,50,7852
90,0.9324129997123958,0.9665178571428571,0.9205734211545913,0.8085901027077498,0.07942657884540875,0.8805287239450941,0.8758199999999761,0.28537970000002133,5,112
91,0.9350014380212827,0.9665178571428571,0.9240604416892677,0.815442561205273,0.07593955831073228,0.8845760980592441,1.3394739999999956,0.358430799999951,10,372
92,0.9329882082254818,0.9676339285714286,0.9209608678806664,0.8095238095238095,0.0790391321193336,0.8815455007625826,1.5742208000000346,0.4849762000000055,15,782
93,0.9327006039689387,0.9598214285714286,0.9232855482371174,0.8128544423440454,0.07671445176288261,0.8802456499488229,2.0648698999999624,0.5977486000000454,20,1342
94,0.9332758124820247,0.9620535714285714,0.9232855482371174,0.8132075471698114,0.07671445176288261,0.8813905930470348,2.5701427000000194,0.7421924000000217,25,2052
95,0.9315501869427667,0.9631696428571429,0.9205734211545913,0.8080524344569289,0.07942657884540875,0.8788187372708758,2.9294547999999168,0.7926778999999442,30,2912
96,0.9332758124820247,0.9553571428571429,0.9256102285935683,0.816793893129771,0.07438977140643162,0.8806584362139919,3.4671802999999954,0.9278882999999496,35,3922
97,0.9347138337647397,0.9419642857142857,0.9321968229368461,0.8282630029440629,0.06780317706315382,0.881462140992167,5.4871182000000545,1.0498417000000018,40,5082
98,0.9272361230946218,0.9319196428571429,0.9256102285935683,0.813047711781889,0.07438977140643162,0.8684347373894956,6.467203499999982,1.1631426000000147,45,6392
99,0.9217716422203048,0.9330357142857143,0.9178612940720651,0.7977099236641222,0.08213870592793492,0.8600823045267489,7.387769300000059,1.2864830000000893,50,7852
100,0.9272361230946218,0.9787946428571429,0.9093374660984115,0.7893789378937894,0.09066253390158853,0.8739412057797709,0.8718966999999793,0.2986650999999938,5,112
101,0.9303997699165948,0.9720982142857143,0.9159240604416893,0.8005514705882353,0.08407593955831073,0.8780241935483872,1.3112272000000758,0.35413389999996525,10,372
102,0.9329882082254818,0.9654017857142857,0.9217357613328168,0.8106841611996252,0.07826423866718327,0.8813041263372389,1.5705357000000504,0.507997400000022,15,782
103,0.9312625826862237,0.9587053571428571,0.9217357613328168,0.8096135721017907,0.07826423866718327,0.8778742973939704,2.0674132999999983,0.6165367999999489,20,1342
104,0.9370146678170836,0.9665178571428571,0.9267725687717939,0.8208530805687204,0.07322743122820612,0.8877498718605843,2.593876399999999,0.7101553999999624,25,2052
105,0.9384526890997987,0.9665178571428571,0.9287098024021697,0.8247619047619048,0.0712901975978303,0.8900308324768758,2.9590484000000288,0.7991269999999986,30,2912
106,0.9318377911993098,0.9575892857142857,0.9228981015110422,0.8117313150425733,0.07710189848895777,0.8786482334869432,3.506457599999976,0.9205313999999589,35,3922
107,0.9306873741731377,0.9386160714285714,0.9279349089500194,0.818889970788705,0.07206509104998063,0.8746749869994799,5.438328699999943,1.0379991000000928,40,5082
108,0.9266609145815358,0.9252232142857143,0.9271600154978691,0.8151425762045231,0.07283998450213096,0.8667015159435443,6.360463600000003,1.1530059999998912,45,6392
109,0.9255104975553639,0.9375,0.9213483146067416,0.8053691275167785,0.07865168539325842,0.8664259927797834,7.416400400000043,1.2833438000000115,50,7852
110,0.9312625826862237,0.9720982142857143,0.9170864006199148,0.8027649769585253,0.08291359938008523,0.8793538616860171,0.8970775000000231,0.28862690000005387,5,112
111,0.9278113316077078,0.9720982142857143,0.9124370399070127,0.7939835916134913,0.08756296009298721,0.8740592072252884,1.369045099999994,0.3601735000000872,10,372
112,0.9358642507909117,0.96875,0.9244478884153429,0.8165569143932268,0.0755521115846571,0.8861664114344053,1.6057106999999178,0.49235829999997804,15,782
113,0.9335634167385677,0.9654017857142857,0.9225106547849671,0.812206572769953,0.07748934521503294,0.8822029576746558,2.0627547999999933,0.5971121000000039,20,1342
114,0.9344262295081968,0.9654017857142857,0.9236729949631926,0.8145009416195856,0.07632700503680744,0.8835546475995913,2.572874699999943,0.6792864999999892,25,2052
115,0.9301121656600517,0.9486607142857143,0.9236729949631926,0.8118433619866284,0.07632700503680744,0.8749356664951106,2.99438449999991,0.8180611000000226,30,2912
116,0.9312625826862237,0.9508928571428571,0.9244478884153429,0.8137535816618912,0.0755521115846571,0.8769943386515697,3.540447400000062,0.9057156000000077,35,3922
117,0.9309749784296808,0.9486607142857143,0.924835335141418,0.814176245210728,0.07516466485858195,0.8762886597938144,5.444090499999902,1.0351967999999943,40,5082
118,0.9249352890422778,0.9375,0.9205734211545913,0.8038277511961722,0.07942657884540875,0.865533230293663,6.500002099999961,1.163400700000011,45,6392
119,0.9191832039114178,0.9263392857142857,0.9166989538938396,0.7942583732057417,0.0833010461061604,0.8552292632663575,7.3824793,1.283203399999934,50,7852
120,0.9260857060684499,0.9620535714285714,0.9135993800852383,0.7944700460829494,0.08640061991476172,0.8702675416456337,0.9086700999999948,0.28991770000004635,5,112
121,0.9324129997123958,0.9765625,0.9170864006199148,0.8034894398530762,0.08291359938008523,0.8816120906801008,1.3382931999999528,0.39590479999992567,10,372
122,0.9295369571469658,0.9698660714285714,0.9155366137156141,0.7994480220791168,0.08446338628438589,0.8764498234997478,1.6188527000000477,0.474846599999978,15,782
123,0.9341386252516537,0.9665178571428571,0.9228981015110422,0.8131455399061033,0.07710189848895777,0.8832228454869964,2.0747837999999774,0.6322892000000593,20,1342
124,0.9324129997123958,0.9587053571428571,0.9232855482371174,0.8126773888363292,0.07671445176288261,0.8796722990271376,2.531427199999939,0.7161318000000847,25,2052
125,0.9315501869427667,0.9575892857142857,0.9225106547849671,0.8109640831758034,0.07748934521503294,0.8781985670419652,2.9105758000000606,0.8849085000000514,30,2912
126,0.9315501869427667,0.9587053571428571,0.9221232080588919,0.810377358490566,0.0778767919411081,0.878323108384458,3.9431493999999248,0.965484100000026,35,3922
127,0.9341386252516537,0.9453125,0.9302595893064703,0.824732229795521,0.06974041069352964,0.8809152366094645,5.50705210000001,1.0434274000000414,40,5082
128,0.9318377911993098,0.9441964285714286,0.9275474622239442,0.818973862536302,0.07245253777605579,0.8771384136858477,6.387161399999968,1.1586028000001534,45,6392
129,0.9237848720161058,0.9453125,0.9163115071677644,0.7968015051740357,0.08368849283223556,0.864726901480347,7.558232000000089,1.3125969000000168,50,7852
130,0.9312625826862237,0.9754464285714286,0.9159240604416893,0.8010999083409716,0.08407593955831073,0.879718168092602,0.8708435999999438,0.2980678999999782,5,112
131,0.9321253954558527,0.9732142857142857,0.9178612940720651,0.8044280442804428,0.08213870592793492,0.8808080808080807,1.3844034999999622,0.43518250000010994,10,372
132,0.9312625826862237,0.96875,0.9182487407981402,0.8044485634847081,0.08175125920185974,0.8789873417721519,1.5965089000001171,0.4947758000000704,15,782
133,0.9306873741731377,0.9642857142857143,0.9190236342502905,0.8052190121155638,0.08097636574970941,0.877602844083291,2.044155000000046,0.6152509999999438,20,1342
134,0.9309749784296808,0.9553571428571429,0.9225106547849671,0.8106060606060606,0.07748934521503294,0.8770491803278688,2.4949498999999378,0.7117224999999507,25,2052
135,0.9352890422778257,0.9642857142857143,0.9252227818674932,0.8174077578051088,0.07477721813250678,0.8847926267281107,2.946484699999928,0.8279088000001593,30,2912
136,0.9280989358642507,0.953125,0.9194110809763657,0.8041431261770244,0.08058891902363426,0.8723186925434117,3.491039600000022,0.9216311000000132,35,3922
137,0.9269485188380788,0.953125,0.9178612940720651,0.801125703564728,0.08213870592793492,0.8705402650356778,5.479360600000064,1.0251083999999082,40,5082
138,0.9286741443773368,0.9486607142857143,0.9217357613328168,0.8079847908745247,0.07826423866718327,0.8726899383983572,6.418372900000122,1.1947609999999713,45,6392
139,0.9203336209375899,0.9285714285714286,0.9174738473459899,0.7961722488038278,0.08252615265401007,0.8572900566718187,7.402319200000193,1.2752619000000323,50,7852
140,0.9260857060684499,0.9720982142857143,0.9101123595505618,0.7896645512239348,0.0898876404494382,0.8714357178589295,0.8729229000000487,0.3182096000000456,5,112
141,0.9378774805867127,0.9698660714285714,0.9267725687717939,0.8213610586011342,0.07322743122820612,0.8894575230296826,1.3296818999999687,0.3519072999999935,10,372
142,0.9289617486338798,0.9720982142857143,0.9139868268113135,0.7968892955169259,0.08601317318868655,0.8758169934640523,1.6264855999997962,0.4963176999999632,15,782
143,0.9361518550474547,0.9631696428571429,0.9267725687717939,0.8203422053231939,0.07322743122820612,0.8860369609856262,2.0602749999998196,0.5921516000000793,20,1342
144,0.9335634167385677,0.9654017857142857,0.9225106547849671,0.812206572769953,0.07748934521503294,0.8822029576746558,2.592502699999841,0.7011276000000635,25,2052
145,0.9341386252516537,0.9642857142857143,0.9236729949631926,0.8143261074458058,0.07632700503680744,0.8829841594276955,2.957067100000131,0.7723364999999376,30,2912
146,0.9378774805867127,0.9587053571428571,0.9306470360325455,0.8275529865125241,0.06935296396745448,0.8883143743536711,3.5727401000001464,0.9012603000001036,35,3922
147,0.9289617486338798,0.953125,0.9205734211545913,0.8064211520302171,0.07942657884540875,0.8736572890025575,5.516172099999949,1.0570494000000963,40,5082
148,0.9321253954558527,0.9419642857142857,0.9287098024021697,0.8210116731517509,0.0712901975978303,0.8773388773388772,6.506646699999919,1.1263275000001158,45,6392
149,0.9266609145815358,0.9341517857142857,0.9240604416892677,0.8102613746369797,0.07593955831073228,0.8678071539657853,7.492081300000109,1.2909416999998484,50,7852
150,0.9272361230946218,0.9743303571428571,0.9108872530027121,0.7914777878513146,0.08911274699728787,0.8734367183591796,0.8591126000001168,0.2927733999999873,5,112
151,0.9292493528904228,0.9676339285714286,0.9159240604416893,0.7998154981549815,0.08407593955831073,0.8757575757575756,1.3405430000000251,0.3518255000001318,10,372
152,0.9375898763301697,0.9654017857142857,0.9279349089500194,0.8230256898192198,0.07206509104998063,0.8885464817668207,1.5968531999999414,0.4748728000001847,15,782
153,0.9312625826862237,0.9598214285714286,0.9213483146067416,0.8090310442144873,0.07865168539325842,0.8779989790709546,2.0627549000000727,0.576889200000096,20,1342
154,0.9347138337647397,0.9642857142857143,0.9244478884153429,0.8158640226628895,0.0755521115846571,0.8838874680306906,2.582971099999895,0.7029050999999527,25,2052
155,0.9332758124820247,0.9575892857142857,0.924835335141418,0.8155893536121673,0.07516466485858195,0.8809034907597536,2.925657499999943,0.8066656999999395,30,2912
156,0.9315501869427667,0.9598214285714286,0.9217357613328168,0.8097928436911488,0.07826423866718327,0.878447395301328,3.5521774000001187,0.9351603000000068,35,3922
157,0.9396031061259706,0.9564732142857143,0.9337466098411469,0.8336575875486382,0.06625339015885316,0.890852390852391,5.937363399999867,1.1096682999998393,40,5082
158,0.9255104975553639,0.9475446428571429,0.9178612940720651,0.8001885014137606,0.08213870592793492,0.8676545733265203,6.452170300000034,1.1470529000000624,45,6392
159,0.9206212251941329,0.9285714285714286,0.9178612940720651,0.7969348659003831,0.08213870592793492,0.8577319587628865,7.419699499999979,1.2815017000000353,50,7852
160,0.9306873741731377,0.9609375,0.9201859744285161,0.8069353327085286,0.07981402557148393,0.8772287315333673,0.8920011000000159,0.29084100000000035,5,112
161,0.9350014380212827,0.9676339285714286,0.9236729949631926,0.8148496240601504,0.07632700503680744,0.8846938775510205,1.3341895999999451,0.35343729999999596,10,372
162,0.9315501869427667,0.9676339285714286,0.9190236342502905,0.8057620817843866,0.08097636574970941,0.8793103448275861,1.6156904999998005,0.4634533000000829,15,782
163,0.9375898763301697,0.9698660714285714,0.9263851220457188,0.8205854579792257,0.07361487795428129,0.889002557544757,2.1029203000000507,0.6164921999998114,20,1342
164,0.9390278976128846,0.9654017857142857,0.9298721425803952,0.8269598470363289,0.07012785741960481,0.8908341915550978,2.5326930000001084,0.6924407000001338,25,2052
165,0.9393155018694277,0.9720982142857143,0.9279349089500194,0.8240302743614002,0.07206509104998063,0.8919610855094726,2.9570839000000433,0.8408432999999604,30,2912
166,0.9309749784296808,0.9609375,0.9205734211545913,0.8076923076923077,0.07942657884540875,0.8776758409785933,3.590628800000104,0.897883899999897,35,3922
167,0.9344262295081968,0.9564732142857143,0.9267725687717939,0.8193116634799236,0.07322743122820612,0.88259526261586,5.5016346999998404,1.0574361999999837,40,5082
168,0.9255104975553639,0.9375,0.9213483146067416,0.8053691275167785,0.07865168539325842,0.8664259927797834,6.367338600000039,1.2141710999999304,45,6392
169,0.9240724762726489,0.9375,0.9194110809763657,0.8015267175572519,0.08058891902363426,0.8641975308641976,7.349593499999855,1.3022355000000516,50,7852
170,0.9263733103249928,0.9720982142857143,0.910499806276637,0.7903811252268602,0.08950019372336304,0.8718718718718719,0.9099387999999635,0.30274579999991147,5,112
171,0.9327006039689387,0.9665178571428571,0.9209608678806664,0.8093457943925234,0.0790391321193336,0.8809766022380467,1.328418099999908,0.37057899999990696,10,372
172,0.9384526890997987,0.9665178571428571,0.9287098024021697,0.8247619047619048,0.0712901975978303,0.8900308324768758,1.6191040999999586,0.4670752999998058,15,782
173,0.9301121656600517,0.9553571428571429,0.9213483146067416,0.8083097261567517,0.07865168539325842,0.8757033248081841,2.0688390000000254,0.5914253999999346,20,1342
174,0.9327006039689387,0.9631696428571429,0.9221232080588919,0.8110902255639098,0.0778767919411081,0.8806122448979592,2.5221314999998867,0.7024294999998801,25,2052
175,0.9318377911993098,0.9575892857142857,0.9228981015110422,0.8117313150425733,0.07710189848895777,0.8786482334869432,2.972628900000018,0.8108810000001085,30,2912
176,0.9309749784296808,0.9430803571428571,0.9267725687717939,0.8172147001934236,0.07322743122820612,0.8756476683937823,3.522015300000021,0.9140181000000211,35,3922
177,0.9306873741731377,0.9542410714285714,0.9225106547849671,0.8104265402843602,0.07748934521503294,0.876473603280369,5.496743400000014,1.048682699999972,40,5082
178,0.9283865401207938,0.9497767857142857,0.9209608678806664,0.8066350710900474,0.0790391321193336,0.8723731419784726,6.4479665999999725,1.18411100000003,45,6392
