,accuracy,true_positive_rate,true_negative_rate,precision,false_positive_rate,f1_score,time spent(training),n_internal,n_params
0,0.9057971014492754,0.9591304347826087,0.852463768115942,0.8666841278156102,0.14753623188405798,0.910566868464502,0.7968568999999661,5,112
1,0.9114492753623188,0.9634782608695652,0.8594202898550725,0.872669992123917,0.14057971014492754,0.9158286265325802,1.007897199999661,10,372
2,0.9185507246376812,0.9631884057971014,0.8739130434782608,0.8842469398616285,0.12608695652173912,0.9220310765815759,1.41181830000005,15,782
3,0.9230434782608695,0.96,0.8860869565217391,0.8939271255060729,0.11391304347826087,0.9257861635220126,1.7377027000002272,20,1342
4,0.9278260869565217,0.9649275362318841,0.8907246376811594,0.8982730706961684,0.10927536231884058,0.9304080491894914,2.133101400000214,25,2052
5,0.9340579710144927,0.9637681159420289,0.9043478260869565,0.9097127222982216,0.09565217391304348,0.9359605911330049,2.541988400000264,30,2912
6,0.9323188405797102,0.9591304347826087,0.9055072463768116,0.9103163686382394,0.0944927536231884,0.9340860973888498,2.975572199999988,35,3922
7,0.9408695652173913,0.9643478260869566,0.9173913043478261,0.9210963455149501,0.08260869565217391,0.9422259983007647,4.918721900000037,40,5082
8,0.9420289855072463,0.9585507246376812,0.9255072463768116,0.9278900112233446,0.07449275362318841,0.9429712004562305,5.525082800000291,45,6392
9,0.9315942028985508,0.952463768115942,0.9107246376811594,0.9143016138007791,0.08927536231884058,0.9329926178307779,6.456982599999719,50,7852
10,0.9072463768115943,0.9672463768115942,0.8472463768115942,0.8636128364389234,0.1527536231884058,0.9124965818977304,0.7385298999997758,5,112
11,0.9195652173913044,0.9672463768115942,0.8718840579710145,0.8830378406985975,0.12811594202898552,0.9232258956978835,1.100817100000313,10,372
12,0.917536231884058,0.9631884057971014,0.8718840579710145,0.8826029216467464,0.12811594202898552,0.9211365211365212,1.5445448999998916,15,782
13,0.9273913043478261,0.9628985507246377,0.8918840579710144,0.8990527740189446,0.1081159420289855,0.9298810356892933,1.8899458999999297,20,1342
14,0.9243478260869565,0.9579710144927536,0.8907246376811594,0.8976099945681695,0.10927536231884058,0.9268087492989343,2.310780899999827,25,2052
15,0.9301449275362319,0.9617391304347827,0.8985507246376812,0.9045801526717557,0.10144927536231885,0.9322843495363865,2.6570323999999346,30,2912
16,0.9357971014492754,0.9605797101449275,0.9110144927536232,0.9152167909417288,0.08898550724637681,0.9373497383679817,3.27210150000019,35,3922
17,0.9379710144927537,0.9655072463768116,0.9104347826086957,0.9151098901098901,0.08956521739130435,0.9396332863187589,5.349474200000259,40,5082
18,0.9382608695652174,0.957391304347826,0.9191304347826087,0.9221105527638191,0.0808695652173913,0.939419795221843,6.262905800000226,45,6392
19,0.9298550724637681,0.9492753623188406,0.9104347826086957,0.9137834821428571,0.08956521739130435,0.931191356269548,7.327859400000307,50,7852
20,0.9108695652173913,0.9681159420289855,0.8536231884057971,0.8686605981794538,0.1463768115942029,0.9156956819739549,0.8831393999998909,5,112
21,0.9142028985507247,0.9649275362318841,0.8634782608695653,0.8760526315789474,0.13652173913043478,0.918344827586207,1.3930660999999418,10,372
22,0.9227536231884058,0.9681159420289855,0.8773913043478261,0.8875896890778634,0.12260869565217392,0.9261056425897685,1.6065754000001107,15,782
23,0.9252173913043479,0.9631884057971014,0.8872463768115942,0.8952047413793104,0.1127536231884058,0.9279530857302429,1.9650146000003588,20,1342
24,0.9259420289855073,0.9623188405797102,0.8895652173913043,0.8970548500405295,0.11043478260869566,0.928541462732485,2.3078151999998227,25,2052
25,0.9294202898550724,0.9602898550724638,0.8985507246376812,0.9044499044499045,0.10144927536231885,0.9315338113313651,2.6563946000001124,30,2912
26,0.9342028985507247,0.9626086956521739,0.9057971014492754,0.9108612177729019,0.09420289855072464,0.9360202931228863,3.2079828000000816,35,3922
27,0.9333333333333333,0.9634782608695652,0.9031884057971015,0.9086932750136687,0.09681159420289855,0.9352841868317388,5.118128200000228,40,5082
28,0.9366666666666666,0.956231884057971,0.9171014492753623,0.9202231520223152,0.08289855072463768,0.9378820184790333,5.77798759999996,45,6392
29,0.9404347826086956,0.9565217391304348,0.9243478260869565,0.9267059814658803,0.07565217391304348,0.9413778348309798,6.5222537000004195,50,7852
30,0.9082608695652173,0.9655072463768116,0.8510144927536232,0.8663198959687907,0.14898550724637682,0.9132282385195339,0.8033603999997467,5,112
31,0.9095652173913044,0.9637681159420289,0.8553623188405797,0.8695083682008368,0.1446376811594203,0.9142150123728348,1.2022704999999405,10,372
32,0.9201449275362319,0.9646376811594203,0.8756521739130435,0.8858131487889274,0.12434782608695652,0.9235465519633689,1.4505968999997094,15,782
33,0.9234782608695652,0.9611594202898551,0.8857971014492754,0.8938005390835579,0.11420289855072464,0.9262569832402234,1.9500012000003153,20,1342
